Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00     365/365         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
[105]    0.0    0.00    0.00     365         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [105]
                0.00    0.00     736/752         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [66]
                0.00    0.00     382/715         int* std::__niter_base<int*>(int*) [68]
                0.00    0.00     376/383         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [102]
-----------------------------------------------
                0.00    0.00      34/362         void std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::pair<std::pair<int, int>, std::pair<int, int> > const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >*, std::piecewise_construct_t const&, std::tuple<std::pair<std::pair<int, int>, std::pair<int, int> > const&>&&, std::tuple<>&&) [256]
                0.00    0.00      45/362         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > > >::_M_get_node() [274]
                0.00    0.00     141/362         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >*) [157]
                0.00    0.00     142/362         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >*) [155]
[106]    0.0    0.00    0.00     362         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > >, std::_Select1st<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<std::pair<int, int>, std::pair<int, int> > const, std::vector<int, std::allocator<int> > > > >::_M_get_Node_allocator() [106]
-----------------------------------------------
                0.00    0.00     361/361         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [104]
[107]    0.0    0.00    0.00     361         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [107]
                0.00    0.00     361/361         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
-----------------------------------------------
                0.00    0.00     361/361         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [107]
[108]    0.0    0.00    0.00     361         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
                0.00    0.00     712/727         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [67]
                0.00    0.00     365/365         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [105]
-----------------------------------------------
                0.00    0.00      36/355         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [289]
                0.00    0.00     319/355         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [118]
[109]    0.0    0.00    0.00     355         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [109]
                0.00    0.00     377/377         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [104]
-----------------------------------------------
                0.00    0.00      39/352         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [248]
                0.00    0.00     313/352         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [118]
[110]    0.0    0.00    0.00     352         std::vector<int, std::allocator<int> >::end() const [110]
                0.00    0.00     376/834         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [64]
-----------------------------------------------
                0.00    0.00     156/341         __gthread_mutex_lock(pthread_mutex_t*) [146]
                0.00    0.00     185/341         __gthread_mutex_unlock(pthread_mutex_t*) <cycle 1> [124]
[111]    0.0    0.00    0.00     341         __gthread_active_p() [111]
-----------------------------------------------
                0.00    0.00     340/340         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [121]
[112]    0.0    0.00    0.00     340         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [112]
                0.00    0.00     302/401         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [97]
-----------------------------------------------
                0.00    0.00     331/331         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [121]
[113]    0.0    0.00    0.00     331         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [113]
                0.00    0.00     302/637         std::allocator<int>::allocator(std::allocator<int> const&) [70]
-----------------------------------------------
                0.00    0.00       3/324         convexHull2D(std::pair<int, int>*, int, std::pair<int, int>*) [421]
                0.00    0.00       8/324         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [248]
                0.00    0.00      30/324         std::vector<int, std::allocator<int> >::push_back(int const&) [61]
                0.00    0.00      69/324         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [284]
                0.00    0.00      71/324         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [315]
                0.00    0.00     143/324         ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
[114]    0.0    0.00    0.00     324         std::vector<int, std::allocator<int> >::end() [114]
                0.00    0.00     324/3263        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [39]
-----------------------------------------------
                0.00    0.00       9/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_upper_bound(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> > const&) [324]
                0.00    0.00      25/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> > const&) [303]
                0.00    0.00      72/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_get_insert_unique_pos(std::pair<std::pair<int, int>, std::pair<int, int> > const&) [311]
                0.00    0.00     216/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::equal_range(std::pair<std::pair<int, int>, std::pair<int, int> > const&) [216]
[115]    0.0    0.00    0.00     322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > > const*) [115]
                0.00    0.00     322/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_S_value(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > > const*) [116]
                0.00    0.00     311/451         std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >::operator()(std::pair<std::pair<int, int>, std::pair<int, int> > const&) const [91]
-----------------------------------------------
                0.00    0.00     322/322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_S_key(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > > const*) [115]
[116]    0.0    0.00    0.00     322         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_S_value(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > > const*) [116]
                0.00    0.00     314/420         std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >::_M_valptr() const [95]
-----------------------------------------------
                0.00    0.00       3/321         std::_Rb_tree_iterator<std::pair<std::pair<int, int>, std::pair<int, int> > > std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_insert_<std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> >&&, std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_Alloc_node&) [398]
                0.00    0.00      23/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::end() [348]
                0.00    0.00      30/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> > const&) [303]
                0.00    0.00      31/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_upper_bound(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> > const&) [324]
                0.00    0.00      37/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_get_insert_unique_pos(std::pair<std::pair<int, int>, std::pair<int, int> > const&) [311]
                0.00    0.00      51/321         std::_Rb_tree_iterator<std::pair<std::pair<int, int>, std::pair<int, int> > > std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_insert_<std::pair<std::pair<int, int>, std::pair<int, int> > const&, std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::pair<int, int>, std::pair<int, int> > const&, std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_Alloc_node&) [321]
                0.00    0.00      68/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::equal_range(std::pair<std::pair<int, int>, std::pair<int, int> > const&) [216]
                0.00    0.00      78/321         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::begin() [194]
[117]    0.0    0.00    0.00     321         std::_Rb_tree_iterator<std::pair<std::pair<int, int>, std::pair<int, int> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [117]
-----------------------------------------------
                0.00    0.00     319/319         ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
[118]    0.0    0.00    0.00     319         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [118]
                0.00    0.00     371/407         std::vector<int, std::allocator<int> >::begin() const [96]
                0.00    0.00     363/506         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [81]
                0.00    0.00     334/1187        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [58]
                0.00    0.00     326/816         std::allocator<int>::~allocator() [65]
                0.00    0.00     319/355         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [109]
                0.00    0.00     317/317         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [120]
                0.00    0.00     313/352         std::vector<int, std::allocator<int> >::end() const [110]
                0.00    0.00     312/312         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [121]
                0.00    0.00     298/10541       std::vector<int, std::allocator<int> >::size() const [18]
-----------------------------------------------
                0.00    0.00     318/318         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [120]
[119]    0.0    0.00    0.00     318         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [119]
                0.00    0.00     335/637         std::allocator<int>::allocator(std::allocator<int> const&) [70]
-----------------------------------------------
                0.00    0.00     317/317         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [118]
[120]    0.0    0.00    0.00     317         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [120]
                0.00    0.00     318/318         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [119]
-----------------------------------------------
                0.00    0.00     312/312         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [118]
[121]    0.0    0.00    0.00     312         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [121]
                0.00    0.00     340/340         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [112]
                0.00    0.00     331/331         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [113]
-----------------------------------------------
                0.00    0.00       3/266         convexHull2D(std::pair<int, int>*, int, std::pair<int, int>*) [421]
                0.00    0.00       8/266         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [248]
                0.00    0.00      27/266         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [264]
                0.00    0.00      30/266         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [316]
                0.00    0.00      39/266         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [283]
                0.00    0.00     159/266         ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
[122]    0.0    0.00    0.00     266         std::vector<int, std::allocator<int> >::begin() [122]
                0.00    0.00     281/3263        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [39]
-----------------------------------------------
                0.00    0.00     262/262         ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
[123]    0.0    0.00    0.00     262         minSet(std::vector<int, std::allocator<int> >) [123]
                0.00    0.00     280/10541       std::vector<int, std::allocator<int> >::size() const [18]
                0.00    0.00     270/9729        std::vector<int, std::allocator<int> >::operator[](unsigned long) [19]
-----------------------------------------------
                                  83             ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
                                 172             std::mutex::unlock() <cycle 1> [145]
                0.00    0.00       2/2           convexHull2D(std::pair<int, int>*, int, std::pair<int, int>*) [421]
[124]    0.0    0.00    0.00     257         __gthread_mutex_unlock(pthread_mutex_t*) <cycle 1> [124]
                0.00    0.00     185/341         __gthread_active_p() [111]
                0.00    0.00       5/5           std::_Rb_tree_iterator<std::pair<std::pair<int, int> const, std::pair<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> > > > >::operator->() const [386]
                                  77             ProcessRidge(std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>, std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<int, int>*) <cycle 1> [198]
-----------------------------------------------
                0.00    0.00       3/251         void std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_construct_node<std::pair<std::pair<int, int>, std::pair<int, int> > >(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::pair<std::pair<int, int>, std::pair<int, int> >&&) [401]
                0.00    0.00      55/251         void std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_construct_node<std::pair<std::pair<int, int>, std::pair<int, int> > const&>(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*, std::pair<std::pair<int, int>, std::pair<int, int> > const&) [233]
                0.00    0.00      61/251         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*) [221]
                0.00    0.00      65/251         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::pair<int, int>, std::pair<int, int> > >*) [229]
                0.00    0.00      67/251         std::_Rb_tree<std::pair<std::pair<int, int>, std::pair<int, int> >, std::pair<std::pair<int, int>, std::pair<int, int> >, std::_Identity<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::less<std::pair<std::pair<int, int>, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, int>, std::pair<int, int> > > >::_M_get_node() [232]
